Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,class
0,4.761905,4.761905,0,9.52381,4.761905,0,9.52381,9.52381,28.571429,0,0,0,9.52381,4.761905,0,0,0,4.761905,9.52381,28.571429,14.285714,57.142857,5,30,25,4.761905,4.761905,23.809524,33.333333,90.47619,57.142857,0,57.142857,71.428571,85.714286,9.52381,28.571429,52.380952,76.190476,100,14.285714,47.619048,38.095238,20,5,50,4.761905,0,4.761905,57.142857,76.190476,9.52381,23.809524,42.857143,61.904762,95.238095,14.285714,19.047619,47.619048,85.714286,100,66.666667,4.761905,28.571429,10,35,0,9.52381,28.571429,61.904762,76.190476,100,57.142857,0,0,0,57.142857,4.761905,4.761905,23.809524,33.333333,90.47619,9.52381,52.380952,38.095238,15,0,55,4.761905,0,4.761905,4.761905,57.142857,9.52381,23.809524,42.857143,66.666667,95.238095,14.285714,19.047619,47.619048,85.714286,100,14.285714,80.952381,4.761905,30,0,5,19.047619,0,19.047619,38.095238,90.47619,9.52381,28.571429,52.380952,71.428571,100,4.761905,0,0,0,4.761905,23.809524,14.285714,61.904762,5,30,25,4.761905,4.761905,23.809524,33.333333,57.142857,19.047619,0,19.047619,76.190476,90.47619,9.52381,28.571429,52.380952,71.428571,100,52.380952,38.095238,9.52381,50,10,5,9.52381,19.047619,33.333333,52.380952,90.47619,14.285714,47.619048,71.428571,85.714286,100,4.761905,0,4.761905,4.761905,57.142857,61.904762,28.571429,9.52381,30,15,5,9.52381,28.571429,52.380952,66.666667,100,4.761905,4.761905,23.809524,33.333333,90.47619,71.428571,0,71.428571,71.428571,85.714286,positive
0,0,0,0,25,0,0,16.666667,0,8.333333,0,0,16.666667,0,16.666667,8.333333,0,8.333333,0,0,16.666667,25,58.333333,9.090909,9.090909,36.363636,66.666667,0,66.666667,66.666667,75,41.666667,0,41.666667,83.333333,100,8.333333,8.333333,25,50,91.666667,25,33.333333,41.666667,36.363636,9.090909,36.363636,41.666667,0,41.666667,83.333333,100,16.666667,16.666667,33.333333,50,91.666667,8.333333,8.333333,25,58.333333,75,58.333333,25,16.666667,36.363636,9.090909,9.090909,8.333333,8.333333,25,50,91.666667,41.666667,0,41.666667,83.333333,100,66.666667,0,66.666667,66.666667,75,8.333333,50,41.666667,9.090909,0,45.454545,100,0,0,0,100,16.666667,16.666667,41.666667,50,91.666667,8.333333,8.333333,25,58.333333,75,16.666667,83.333333,0,18.181818,0,0,66.666667,0,66.666667,66.666667,75,8.333333,16.666667,41.666667,58.333333,100,0,0,0,0,0,16.666667,8.333333,75,0,18.181818,9.090909,66.666667,0,66.666667,66.666667,75,100,0,0,0,100,8.333333,16.666667,33.333333,50,91.666667,25,50,25,18.181818,18.181818,27.272727,33.333333,0,33.333333,66.666667,75,8.333333,8.333333,25,50,91.666667,41.666667,0,41.666667,83.333333,100,58.333333,16.666667,25,9.090909,36.363636,9.090909,8.333333,8.333333,25,50,91.666667,66.666667,0,66.666667,66.666667,75,41.666667,0,41.666667,83.333333,100,positive
5,0,5,0,10,5,10,30,5,10,0,0,10,10,0,0,0,0,0,0,20,30,50,10.526316,21.052632,31.578947,15,15,70,85,90,20,20,50,55,75,5,10,40,65,100,25,50,25,36.842105,15.789474,26.315789,35,35,50,60,90,10,15,40,65,95,5,5,20,55,100,50,20,30,26.315789,26.315789,15.789474,5,10,40,65,100,35,35,50,60,75,15,15,55,70,90,15,60,25,21.052632,10.526316,31.578947,60,0,60,75,90,10,25,40,65,95,5,5,20,55,100,5,90,5,5.263158,5.263158,5.263158,85,0,0,0,85,5,20,45,65,100,90,0,0,0,90,35,5,60,5.263158,36.842105,5.263158,15,15,55,70,90,85,0,0,0,85,5,25,40,65,100,40,40,20,31.578947,21.052632,21.052632,15,20,40,60,85,5,10,45,80,100,35,35,50,75,90,60,20,20,26.315789,26.315789,5.263158,5,25,45,75,100,15,15,70,85,90,20,20,35,50,55,positive
0,0,0,0,0,10.526316,0,15.789474,26.315789,10.526316,5.263158,0,0,0,15.789474,5.263158,5.263158,5.263158,0,0,42.105263,21.052632,36.842105,16.666667,27.777778,16.666667,5.263158,21.052632,47.368421,68.421053,100,26.315789,26.315789,36.842105,84.210526,89.473684,10.526316,10.526316,31.578947,57.894737,78.947368,21.052632,31.578947,47.368421,16.666667,16.666667,27.777778,26.315789,26.315789,36.842105,84.210526,89.473684,10.526316,10.526316,31.578947,52.631579,78.947368,5.263158,21.052632,47.368421,63.157895,100,36.842105,21.052632,42.105263,16.666667,27.777778,16.666667,10.526316,10.526316,31.578947,57.894737,78.947368,26.315789,26.315789,36.842105,84.210526,89.473684,5.263158,21.052632,47.368421,68.421053,100,21.052632,31.578947,47.368421,16.666667,16.666667,27.777778,26.315789,26.315789,36.842105,84.210526,89.473684,10.526316,10.526316,31.578947,52.631579,78.947368,5.263158,21.052632,47.368421,63.157895,100,42.105263,57.894737,0,44.444444,0,0,5.263158,21.052632,47.368421,68.421053,100,10.526316,15.789474,36.842105,73.684211,89.473684,0,0,0,0,0,26.315789,36.842105,36.842105,11.111111,22.222222,22.222222,21.052632,21.052632,26.315789,63.157895,89.473684,5.263158,5.263158,42.105263,84.210526,100,10.526316,10.526316,31.578947,57.894737,78.947368,57.894737,26.315789,15.789474,38.888889,16.666667,16.666667,5.263158,15.789474,47.368421,68.421053,100,10.526316,10.526316,31.578947,52.631579,84.210526,26.315789,0,26.315789,36.842105,89.473684,42.105263,42.105263,15.789474,33.333333,22.222222,11.111111,10.526316,15.789474,31.578947,73.684211,89.473684,5.263158,21.052632,47.368421,68.421053,100,36.842105,0,36.842105,57.894737,84.210526,positive
0,22.222222,0,0,11.111111,5.555556,0,0,11.111111,0,0,0,0,0,27.777778,0,0,5.555556,5.555556,11.111111,38.888889,16.666667,44.444444,17.647059,29.411765,17.647059,5.555556,5.555556,33.333333,83.333333,100,50,0,50,61.111111,77.777778,16.666667,22.222222,38.888889,66.666667,94.444444,27.777778,5.555556,66.666667,5.882353,52.941176,5.882353,22.222222,22.222222,44.444444,61.111111,94.444444,38.888889,0,0,0,38.888889,5.555556,16.666667,50,77.777778,100,55.555556,5.555556,38.888889,5.882353,41.176471,5.882353,16.666667,22.222222,44.444444,66.666667,94.444444,61.111111,0,0,0,61.111111,5.555556,5.555556,33.333333,83.333333,100,5.555556,27.777778,66.666667,0,11.764706,47.058824,61.111111,0,0,0,61.111111,22.222222,22.222222,38.888889,44.444444,94.444444,5.555556,16.666667,50,77.777778,100,38.888889,61.111111,0,47.058824,0,0,5.555556,5.555556,33.333333,83.333333,100,16.666667,22.222222,44.444444,66.666667,94.444444,0,0,0,0,0,33.333333,33.333333,33.333333,17.647059,29.411765,41.176471,5.555556,5.555556,33.333333,61.111111,100,22.222222,22.222222,55.555556,72.222222,94.444444,16.666667,16.666667,38.888889,50,77.777778,38.888889,55.555556,5.555556,41.176471,5.882353,5.882353,5.555556,5.555556,33.333333,83.333333,100,16.666667,22.222222,44.444444,66.666667,94.444444,61.111111,0,0,0,61.111111,50,38.888889,11.111111,35.294118,11.764706,11.764706,16.666667,22.222222,38.888889,61.111111,94.444444,5.555556,5.555556,33.333333,83.333333,100,50,0,50,50,77.777778,positive
4,0,4,14,2,2,0,6,2,18,0,12,0,4,6,6,10,4,2,4,42,26,32,22.44898,36.734694,14.285714,4,32,48,74,100,6,10,26,50,78,2,24,64,82,98,26,58,16,32.653061,4.081633,26.530612,6,18,28,50,84,4,32,58,76,100,2,10,36,68,96,36,22,42,12.244898,38.77551,20.408163,2,16,64,80,98,6,8,26,50,78,4,32,48,74,100,26,58,16,32.653061,4.081633,26.530612,6,18,28,50,84,4,32,58,76,100,2,10,36,68,96,8,74,18,16.326531,0,30.612245,14,14,36,46,96,2,20,50,72,98,22,28,40,56,100,32,32,36,16.326531,24.489796,26.530612,4,26,46,74,96,8,22,42,56,100,2,16,64,80,98,48,28,24,26.530612,28.571429,16.326531,6,26,44,64,100,2,10,52,72,98,4,28,48,74,94,38,42,20,42.857143,16.326531,16.326531,2,16,44,80,98,4,32,48,74,100,8,10,42,52,78,positive
4,0,0,4,0,8,0,0,28,16,8,4,0,0,12,8,0,0,8,0,48,20,32,12.5,33.333333,16.666667,32,40,60,80,100,4,4,16,20,96,8,12,28,56,88,20,24,56,12.5,16.666667,33.333333,4,4,16,20,96,44,44,64,72,100,8,24,40,60,92,32,20,48,16.666667,33.333333,12.5,8,12,28,56,88,4,4,16,20,96,32,40,60,80,100,20,24,56,12.5,16.666667,33.333333,4,4,16,20,96,44,44,64,72,100,8,24,40,60,92,40,56,4,41.666667,0,4.166667,32,36,52,76,92,4,12,28,64,96,100,0,0,0,100,28,40,32,16.666667,16.666667,33.333333,20,20,36,64,96,4,16,52,80,100,8,12,28,56,88,72,8,20,12.5,25,4.166667,8,36,56,76,100,12,0,12,12,28,4,4,16,20,96,36,48,16,45.833333,20.833333,0,12,20,44,68,96,32,40,60,80,100,4,4,8,16,24,positive
11.764706,0,0,0,17.647059,5.882353,0,5.882353,41.176471,5.882353,0,0,0,0,0,5.882353,0,5.882353,0,0,41.176471,23.529412,35.294118,18.75,37.5,12.5,17.647059,17.647059,41.176471,64.705882,100,5.882353,5.882353,47.058824,52.941176,88.235294,11.764706,11.764706,35.294118,70.588235,94.117647,23.529412,17.647059,58.823529,6.25,25,31.25,5.882353,5.882353,47.058824,52.941176,88.235294,11.764706,0,11.764706,35.294118,76.470588,17.647059,23.529412,58.823529,70.588235,100,35.294118,23.529412,41.176471,12.5,37.5,18.75,11.764706,11.764706,35.294118,70.588235,94.117647,5.882353,5.882353,47.058824,52.941176,88.235294,17.647059,17.647059,41.176471,64.705882,100,23.529412,17.647059,58.823529,6.25,25,31.25,5.882353,5.882353,47.058824,52.941176,88.235294,11.764706,0,11.764706,35.294118,76.470588,17.647059,23.529412,58.823529,70.588235,100,41.176471,58.823529,0,56.25,0,0,17.647059,17.647059,41.176471,64.705882,100,5.882353,11.764706,47.058824,70.588235,94.117647,0,0,0,0,0,17.647059,47.058824,35.294118,18.75,12.5,37.5,5.882353,0,5.882353,52.941176,88.235294,17.647059,23.529412,47.058824,64.705882,100,11.764706,11.764706,35.294118,70.588235,94.117647,58.823529,29.411765,11.764706,43.75,12.5,6.25,17.647059,23.529412,52.941176,64.705882,100,11.764706,11.764706,29.411765,70.588235,94.117647,5.882353,0,5.882353,5.882353,47.058824,52.941176,41.176471,5.882353,50,6.25,6.25,5.882353,11.764706,35.294118,70.588235,94.117647,17.647059,17.647059,41.176471,64.705882,100,47.058824,0,0,0,47.058824,positive
25,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,48.148148,51.851852,3.571429,3.571429,32.142857,60.714286,89.285714,10.714286,10.714286,39.285714,67.857143,96.428571,7.142857,21.428571,50,71.428571,100,25,0,75,0,51.851852,0,10.714286,10.714286,39.285714,67.857143,96.428571,0,0,0,0,0,3.571429,21.428571,46.428571,71.428571,100,50,25,25,51.851852,48.148148,0,7.142857,21.428571,50,71.428571,100,10.714286,10.714286,39.285714,67.857143,96.428571,3.571429,3.571429,32.142857,60.714286,89.285714,25,0,75,0,51.851852,0,10.714286,10.714286,39.285714,67.857143,96.428571,0,0,0,0,0,3.571429,21.428571,46.428571,71.428571,100,25,75,0,48.148148,0,0,3.571429,3.571429,32.142857,60.714286,89.285714,7.142857,25,50,71.428571,100,0,0,0,0,0,25,25,50,0,51.851852,48.148148,10.714286,10.714286,39.285714,67.857143,96.428571,3.571429,3.571429,32.142857,60.714286,89.285714,7.142857,21.428571,50,71.428571,100,50,50,0,100,0,0,3.571429,17.857143,46.428571,67.857143,96.428571,7.142857,21.428571,50,71.428571,100,0,0,0,0,0,75,25,0,48.148148,0,0,7.142857,25,50,71.428571,100,3.571429,3.571429,32.142857,60.714286,89.285714,0,0,0,0,0,positive
7.142857,0,0,0,7.142857,14.285714,0,7.142857,14.285714,28.571429,0,7.142857,0,0,0,0,0,14.285714,0,0,21.428571,21.428571,57.142857,0,30.769231,30.769231,50,0,50,57.142857,78.571429,7.142857,0,7.142857,28.571429,100,14.285714,21.428571,42.857143,71.428571,92.857143,21.428571,57.142857,21.428571,23.076923,7.692308,23.076923,7.142857,0,7.142857,28.571429,100,14.285714,35.714286,64.285714,78.571429,92.857143,21.428571,0,21.428571,50,57.142857,57.142857,21.428571,21.428571,30.769231,30.769231,0,14.285714,21.428571,42.857143,71.428571,92.857143,7.142857,0,7.142857,28.571429,100,50,0,50,57.142857,78.571429,21.428571,57.142857,21.428571,23.076923,7.692308,23.076923,7.142857,0,7.142857,28.571429,100,14.285714,35.714286,64.285714,78.571429,92.857143,21.428571,0,21.428571,50,57.142857,14.285714,85.714286,0,15.384615,0,0,50,0,50,50,57.142857,7.142857,21.428571,42.857143,78.571429,100,0,0,0,0,0,28.571429,14.285714,57.142857,0,46.153846,15.384615,7.142857,7.142857,28.571429,78.571429,100,50,0,50,50,57.142857,14.285714,21.428571,42.857143,71.428571,92.857143,50,28.571429,21.428571,46.153846,15.384615,15.384615,14.285714,14.285714,42.857143,57.142857,85.714286,21.428571,21.428571,35.714286,71.428571,92.857143,7.142857,0,7.142857,78.571429,100,78.571429,21.428571,0,30.769231,0,0,7.142857,14.285714,35.714286,71.428571,100,50,0,50,57.142857,78.571429,0,0,0,0,0,positive
4.761905,0,0,0,4.761905,19.047619,0,14.285714,23.809524,19.047619,0,4.761905,0,0,0,9.52381,0,0,0,0,28.571429,33.333333,38.095238,15,25,25,23.809524,23.809524,47.619048,57.142857,95.238095,4.761905,4.761905,33.333333,80.952381,100,9.52381,14.285714,52.380952,71.428571,90.47619,33.333333,38.095238,28.571429,20,20,30,4.761905,4.761905,33.333333,80.952381,100,9.52381,28.571429,61.904762,71.428571,90.47619,14.285714,14.285714,42.857143,47.619048,95.238095,38.095238,33.333333,28.571429,25,25,15,9.52381,14.285714,52.380952,71.428571,90.47619,4.761905,4.761905,33.333333,80.952381,100,23.809524,23.809524,47.619048,57.142857,95.238095,33.333333,38.095238,28.571429,20,20,30,4.761905,4.761905,33.333333,80.952381,100,9.52381,28.571429,61.904762,71.428571,90.47619,14.285714,14.285714,42.857143,47.619048,95.238095,23.809524,76.190476,0,40,0,0,23.809524,23.809524,42.857143,47.619048,95.238095,4.761905,19.047619,52.380952,76.190476,100,0,0,0,0,0,28.571429,33.333333,38.095238,20,20,30,4.761905,4.761905,38.095238,61.904762,100,19.047619,19.047619,42.857143,57.142857,95.238095,9.52381,14.285714,52.380952,71.428571,90.47619,47.619048,19.047619,33.333333,15,35,15,23.809524,28.571429,47.619048,66.666667,95.238095,9.52381,9.52381,14.285714,52.380952,76.190476,4.761905,4.761905,38.095238,80.952381,100,61.904762,28.571429,9.52381,35,15,5,4.761905,14.285714,38.095238,71.428571,100,23.809524,23.809524,47.619048,57.142857,95.238095,19.047619,0,19.047619,19.047619,80.952381,positive
0,0,6.666667,0,0,6.666667,13.333333,6.666667,0,20,6.666667,6.666667,0,13.333333,0,0,0,13.333333,0,6.666667,26.666667,26.666667,46.666667,14.285714,28.571429,35.714286,46.666667,46.666667,53.333333,73.333333,86.666667,6.666667,6.666667,26.666667,40,93.333333,13.333333,13.333333,33.333333,66.666667,100,13.333333,60,26.666667,21.428571,0,35.714286,6.666667,0,6.666667,6.666667,73.333333,13.333333,20,46.666667,60,86.666667,26.666667,26.666667,40,93.333333,100,53.333333,6.666667,40,7.142857,57.142857,0,13.333333,20,60,80,100,6.666667,0,0,0,6.666667,26.666667,26.666667,46.666667,53.333333,86.666667,13.333333,60,26.666667,21.428571,0,35.714286,6.666667,0,6.666667,6.666667,73.333333,13.333333,20,46.666667,60,86.666667,26.666667,26.666667,40,93.333333,100,0,93.333333,6.666667,0,0,14.285714,0,0,0,0,0,6.666667,20,46.666667,66.666667,100,73.333333,0,0,0,73.333333,46.666667,0,53.333333,0,64.285714,0,6.666667,6.666667,40,53.333333,86.666667,0,0,0,0,0,13.333333,20,60,80,100,53.333333,26.666667,20,21.428571,14.285714,21.428571,13.333333,20,33.333333,46.666667,100,60,60,66.666667,80,93.333333,6.666667,0,6.666667,53.333333,73.333333,46.666667,26.666667,26.666667,28.571429,21.428571,14.285714,6.666667,6.666667,20,60,80,46.666667,46.666667,53.333333,73.333333,86.666667,26.666667,26.666667,40,93.333333,100,positive
0,0,6.666667,0,0,6.666667,6.666667,6.666667,0,13.333333,6.666667,6.666667,0,13.333333,0,6.666667,0,13.333333,0,13.333333,26.666667,33.333333,40,14.285714,28.571429,35.714286,20,20,26.666667,46.666667,60,13.333333,13.333333,66.666667,80,100,6.666667,6.666667,40,53.333333,93.333333,20,53.333333,26.666667,28.571429,7.142857,21.428571,46.666667,0,46.666667,86.666667,100,6.666667,20,33.333333,53.333333,93.333333,13.333333,13.333333,66.666667,73.333333,80,53.333333,13.333333,33.333333,21.428571,42.857143,0,6.666667,33.333333,53.333333,73.333333,93.333333,86.666667,0,86.666667,86.666667,100,13.333333,13.333333,20,26.666667,60,20,53.333333,26.666667,28.571429,7.142857,21.428571,46.666667,0,46.666667,86.666667,100,6.666667,20,33.333333,53.333333,93.333333,13.333333,13.333333,66.666667,73.333333,80,0,93.333333,6.666667,0,0,14.285714,0,0,0,0,0,6.666667,20,53.333333,73.333333,100,46.666667,0,0,0,46.666667,40,6.666667,53.333333,0,57.142857,7.142857,13.333333,13.333333,26.666667,46.666667,86.666667,100,0,0,0,100,6.666667,33.333333,53.333333,73.333333,93.333333,40,33.333333,26.666667,28.571429,21.428571,28.571429,6.666667,6.666667,20,60,93.333333,33.333333,33.333333,40,53.333333,80,26.666667,26.666667,46.666667,86.666667,100,40,26.666667,33.333333,28.571429,21.428571,14.285714,6.666667,6.666667,40,53.333333,93.333333,20,20,26.666667,46.666667,60,13.333333,13.333333,66.666667,73.333333,100,positive
10.714286,7.142857,10.714286,0,0,10.714286,0,10.714286,21.428571,14.285714,3.571429,0,0,3.571429,0,0,7.142857,0,0,0,35.714286,28.571429,35.714286,18.518519,40.740741,14.814815,14.285714,25,57.142857,71.428571,96.428571,3.571429,17.857143,32.142857,50,92.857143,7.142857,10.714286,60.714286,75,100,46.428571,28.571429,25,25.925926,33.333333,18.518519,3.571429,17.857143,35.714286,53.571429,100,7.142857,21.428571,57.142857,64.285714,89.285714,10.714286,10.714286,39.285714,78.571429,96.428571,35.714286,28.571429,35.714286,14.814815,40.740741,18.518519,7.142857,10.714286,60.714286,75,100,3.571429,17.857143,32.142857,50,92.857143,14.285714,25,57.142857,71.428571,96.428571,39.285714,35.714286,25,25.925926,22.222222,29.62963,3.571429,14.285714,32.142857,50,92.857143,7.142857,21.428571,60.714286,75,100,10.714286,10.714286,39.285714,78.571429,96.428571,21.428571,67.857143,10.714286,37.037037,7.407407,14.814815,25,25,71.428571,78.571429,96.428571,3.571429,17.857143,46.428571,64.285714,100,14.285714,0,14.285714,42.857143,67.857143,35.714286,35.714286,28.571429,18.518519,22.222222,22.222222,3.571429,14.285714,35.714286,50,67.857143,17.857143,25,78.571429,85.714286,100,7.142857,10.714286,46.428571,64.285714,89.285714,53.571429,25,21.428571,25.925926,33.333333,7.407407,10.714286,32.142857,50,71.428571,96.428571,7.142857,7.142857,21.428571,89.285714,100,3.571429,3.571429,28.571429,42.857143,67.857143,53.571429,35.714286,10.714286,48.148148,11.111111,11.111111,3.571429,21.428571,46.428571,64.285714,100,14.285714,25,57.142857,71.428571,96.428571,10.714286,0,10.714286,17.857143,92.857143,positive
9.52381,0,0,0,14.285714,19.047619,4.761905,4.761905,14.285714,9.52381,0,0,0,0,9.52381,0,0,4.761905,9.52381,0,23.809524,33.333333,42.857143,25,25,35,28.571429,28.571429,42.857143,61.904762,95.238095,9.52381,9.52381,23.809524,57.142857,90.47619,4.761905,19.047619,38.095238,66.666667,100,28.571429,19.047619,52.380952,20,40,10,14.285714,14.285714,47.619048,57.142857,90.47619,33.333333,33.333333,38.095238,52.380952,85.714286,4.761905,9.52381,42.857143,71.428571,100,42.857143,28.571429,28.571429,30,30,30,4.761905,19.047619,38.095238,66.666667,100,14.285714,14.285714,47.619048,57.142857,90.47619,9.52381,9.52381,42.857143,61.904762,95.238095,28.571429,19.047619,52.380952,20,40,10,14.285714,14.285714,47.619048,57.142857,90.47619,33.333333,33.333333,38.095238,52.380952,85.714286,4.761905,9.52381,42.857143,71.428571,100,23.809524,76.190476,0,50,0,0,28.571429,28.571429,42.857143,61.904762,95.238095,4.761905,19.047619,47.619048,71.428571,100,0,0,0,0,0,42.857143,14.285714,42.857143,15,45,15,9.52381,14.285714,47.619048,61.904762,95.238095,28.571429,0,28.571429,42.857143,76.190476,4.761905,19.047619,38.095238,66.666667,100,47.619048,33.333333,19.047619,30,20,20,9.52381,14.285714,33.333333,42.857143,95.238095,4.761905,4.761905,52.380952,71.428571,100,47.619048,47.619048,57.142857,80.952381,90.47619,71.428571,23.809524,4.761905,50,10,0,4.761905,19.047619,47.619048,71.428571,100,28.571429,28.571429,42.857143,61.904762,95.238095,9.52381,0,0,0,9.52381,positive
0,0,0,0,7.692308,7.692308,7.692308,0,23.076923,7.692308,0,7.692308,0,0,7.692308,15.384615,0,0,15.384615,0,38.461538,30.769231,30.769231,16.666667,25,25,7.692308,7.692308,30.769231,53.846154,69.230769,23.076923,23.076923,76.923077,84.615385,100,15.384615,15.384615,38.461538,46.153846,92.307692,23.076923,15.384615,61.538462,16.666667,25,16.666667,23.076923,0,23.076923,76.923077,100,69.230769,0,69.230769,69.230769,92.307692,7.692308,15.384615,38.461538,53.846154,84.615385,30.769231,23.076923,46.153846,16.666667,33.333333,25,15.384615,15.384615,38.461538,46.153846,92.307692,23.076923,0,23.076923,76.923077,100,7.692308,7.692308,53.846154,61.538462,84.615385,23.076923,15.384615,61.538462,16.666667,25,16.666667,23.076923,0,23.076923,76.923077,100,69.230769,0,69.230769,69.230769,92.307692,7.692308,15.384615,38.461538,53.846154,84.615385,30.769231,69.230769,0,41.666667,0,0,7.692308,7.692308,30.769231,53.846154,61.538462,15.384615,23.076923,46.153846,76.923077,100,0,0,0,0,0,30.769231,38.461538,30.769231,33.333333,25,25,7.692308,7.692308,23.076923,69.230769,84.615385,30.769231,30.769231,53.846154,61.538462,100,15.384615,15.384615,38.461538,46.153846,92.307692,46.153846,23.076923,30.769231,25,33.333333,8.333333,7.692308,7.692308,53.846154,61.538462,92.307692,15.384615,0,15.384615,38.461538,46.153846,23.076923,23.076923,69.230769,76.923077,100,38.461538,38.461538,23.076923,33.333333,16.666667,8.333333,15.384615,15.384615,23.076923,38.461538,92.307692,7.692308,7.692308,30.769231,53.846154,69.230769,76.923077,0,76.923077,84.615385,100,positive
0,0,0,0,7.692308,23.076923,0,7.692308,23.076923,30.769231,7.692308,0,0,0,0,0,0,0,0,0,23.076923,23.076923,53.846154,25,25,25,23.076923,0,23.076923,46.153846,84.615385,30.769231,0,30.769231,53.846154,76.923077,7.692308,7.692308,38.461538,69.230769,100,23.076923,38.461538,38.461538,16.666667,33.333333,41.666667,30.769231,0,30.769231,53.846154,76.923077,15.384615,15.384615,38.461538,69.230769,100,7.692308,7.692308,23.076923,46.153846,84.615385,53.846154,23.076923,23.076923,25,25,25,7.692308,7.692308,38.461538,69.230769,100,30.769231,0,30.769231,53.846154,76.923077,23.076923,0,23.076923,46.153846,84.615385,23.076923,38.461538,38.461538,16.666667,33.333333,41.666667,30.769231,0,30.769231,53.846154,76.923077,15.384615,15.384615,38.461538,69.230769,100,7.692308,7.692308,23.076923,46.153846,84.615385,23.076923,76.923077,0,50,0,0,23.076923,0,23.076923,46.153846,84.615385,7.692308,15.384615,53.846154,69.230769,100,0,0,0,0,0,23.076923,23.076923,53.846154,25,25,25,30.769231,0,30.769231,53.846154,76.923077,23.076923,0,23.076923,46.153846,84.615385,7.692308,7.692308,38.461538,69.230769,100,61.538462,15.384615,23.076923,16.666667,41.666667,8.333333,15.384615,23.076923,61.538462,84.615385,100,7.692308,0,7.692308,7.692308,38.461538,30.769231,0,30.769231,53.846154,76.923077,69.230769,23.076923,7.692308,50,16.666667,0,7.692308,15.384615,38.461538,69.230769,100,23.076923,0,23.076923,46.153846,84.615385,61.538462,0,0,0,61.538462,positive
0,22.222222,0,0,0,11.111111,0,0,0,5.555556,0,0,0,5.555556,33.333333,0,5.555556,5.555556,11.111111,0,38.888889,16.666667,44.444444,11.764706,29.411765,17.647059,16.666667,16.666667,44.444444,55.555556,100,5.555556,0,5.555556,72.222222,94.444444,11.111111,27.777778,38.888889,66.666667,83.333333,38.888889,16.666667,44.444444,17.647059,47.058824,17.647059,5.555556,5.555556,33.333333,72.222222,94.444444,27.777778,0,27.777778,50,66.666667,16.666667,22.222222,44.444444,77.777778,100,44.444444,16.666667,38.888889,17.647059,29.411765,11.764706,11.111111,27.777778,38.888889,66.666667,83.333333,5.555556,0,5.555556,72.222222,94.444444,16.666667,16.666667,44.444444,55.555556,100,16.666667,38.888889,44.444444,11.764706,17.647059,47.058824,5.555556,0,5.555556,72.222222,94.444444,11.111111,11.111111,33.333333,61.111111,83.333333,16.666667,22.222222,44.444444,77.777778,100,33.333333,66.666667,0,52.941176,0,0,16.666667,16.666667,44.444444,55.555556,100,5.555556,27.777778,50,72.222222,94.444444,0,0,0,0,0,50,27.777778,22.222222,23.529412,11.764706,35.294118,5.555556,16.666667,44.444444,55.555556,100,11.111111,11.111111,33.333333,61.111111,83.333333,27.777778,27.777778,38.888889,66.666667,77.777778,44.444444,44.444444,11.111111,29.411765,11.764706,5.882353,16.666667,22.222222,44.444444,55.555556,100,11.111111,33.333333,61.111111,72.222222,83.333333,5.555556,0,5.555556,5.555556,94.444444,55.555556,38.888889,5.555556,41.176471,11.764706,0,5.555556,11.111111,38.888889,66.666667,94.444444,16.666667,16.666667,44.444444,55.555556,100,72.222222,0,0,0,72.222222,positive
