Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,class
7.692308,15.384615,0,0,7.692308,0,0,15.384615,7.692308,15.384615,0,0,7.692308,0,0,7.692308,7.692308,7.692308,0,0,7.692308,30.769231,61.538462,8.333333,8.333333,41.666667,84.615385,0,0,0,84.615385,23.076923,23.076923,30.769231,61.538462,92.307692,7.692308,15.384615,46.153846,69.230769,100,46.153846,38.461538,15.384615,33.333333,8.333333,16.666667,23.076923,23.076923,53.846154,61.538462,100,15.384615,15.384615,38.461538,46.153846,76.923077,7.692308,0,7.692308,7.692308,84.615385,61.538462,30.769231,7.692308,41.666667,8.333333,8.333333,7.692308,15.384615,46.153846,69.230769,100,23.076923,23.076923,30.769231,61.538462,92.307692,84.615385,0,0,0,84.615385,23.076923,61.538462,15.384615,41.666667,8.333333,16.666667,30.769231,0,30.769231,61.538462,92.307692,15.384615,23.076923,46.153846,69.230769,100,7.692308,0,7.692308,7.692308,84.615385,7.692308,92.307692,0,16.666667,0,0,84.615385,0,0,0,84.615385,7.692308,23.076923,46.153846,69.230769,100,0,0,0,0,0,7.692308,38.461538,53.846154,0,16.666667,25,30.769231,0,0,0,30.769231,53.846154,53.846154,61.538462,84.615385,100,7.692308,7.692308,23.076923,46.153846,76.923077,30.769231,53.846154,15.384615,41.666667,8.333333,25,30.769231,30.769231,46.153846,76.923077,84.615385,7.692308,7.692308,38.461538,69.230769,100,23.076923,0,23.076923,23.076923,61.538462,69.230769,7.692308,23.076923,8.333333,41.666667,8.333333,7.692308,15.384615,38.461538,53.846154,100,84.615385,0,0,0,84.615385,23.076923,0,23.076923,61.538462,92.307692,positive
0,0,0,0,15.384615,3.846154,3.846154,3.846154,26.923077,19.230769,0,0,7.692308,0,11.538462,3.846154,0,3.846154,0,0,38.461538,19.230769,42.307692,4,36,24,7.692308,15.384615,30.769231,42.307692,61.538462,3.846154,3.846154,69.230769,73.076923,96.153846,11.538462,23.076923,53.846154,80.769231,100,15.384615,26.923077,57.692308,16,4,20,3.846154,3.846154,69.230769,73.076923,84.615385,50,50,76.923077,88.461538,100,7.692308,15.384615,30.769231,46.153846,96.153846,42.307692,15.384615,42.307692,16,44,4,11.538462,23.076923,53.846154,80.769231,100,3.846154,3.846154,69.230769,73.076923,84.615385,7.692308,15.384615,30.769231,46.153846,96.153846,7.692308,34.615385,57.692308,8,4,20,3.846154,0,3.846154,3.846154,69.230769,50,65.384615,76.923077,84.615385,100,7.692308,15.384615,30.769231,46.153846,96.153846,38.461538,61.538462,0,40,0,0,7.692308,15.384615,30.769231,42.307692,61.538462,3.846154,38.461538,69.230769,84.615385,100,0,0,0,0,0,19.230769,30.769231,50,8,20,32,3.846154,3.846154,7.692308,19.230769,96.153846,15.384615,30.769231,42.307692,57.692308,69.230769,11.538462,38.461538,65.384615,80.769231,100,61.538462,23.076923,15.384615,32,12,8,7.692308,26.923077,46.153846,65.384615,100,11.538462,11.538462,38.461538,53.846154,80.769231,3.846154,3.846154,69.230769,73.076923,84.615385,46.153846,38.461538,15.384615,40,24,0,3.846154,23.076923,53.846154,80.769231,100,7.692308,15.384615,30.769231,42.307692,61.538462,69.230769,69.230769,73.076923,84.615385,96.153846,positive
0,0,0,0,25,0,8.333333,0,8.333333,0,0,0,0,8.333333,41.666667,0,0,8.333333,0,0,58.333333,8.333333,33.333333,9.090909,72.727273,0,16.666667,16.666667,50,83.333333,100,8.333333,0,0,0,8.333333,25,25,41.666667,58.333333,75,0,16.666667,83.333333,0,0,36.363636,0,0,0,0,0,16.666667,0,16.666667,16.666667,75,8.333333,25,50,66.666667,100,33.333333,0,66.666667,0,72.727273,0,25,25,41.666667,58.333333,75,0,0,0,0,0,8.333333,16.666667,50,83.333333,100,0,16.666667,83.333333,0,0,36.363636,0,0,0,0,0,16.666667,0,16.666667,16.666667,75,8.333333,25,50,66.666667,100,50,50,0,63.636364,0,0,33.333333,33.333333,66.666667,83.333333,100,8.333333,8.333333,25,41.666667,75,0,0,0,0,0,58.333333,8.333333,33.333333,9.090909,72.727273,0,8.333333,8.333333,33.333333,66.666667,91.666667,100,0,0,0,100,25,25,41.666667,58.333333,75,66.666667,33.333333,0,72.727273,0,0,8.333333,16.666667,50,83.333333,100,25,25,41.666667,58.333333,75,0,0,0,0,0,33.333333,58.333333,8.333333,72.727273,0,9.090909,25,25,41.666667,58.333333,75,16.666667,16.666667,50,83.333333,100,8.333333,0,0,0,8.333333,positive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.545455,0,0,45.454545,0,0,54.545455,0,45.454545,0,20,0,9.090909,9.090909,27.272727,81.818182,100,0,0,0,0,0,36.363636,36.363636,45.454545,54.545455,72.727273,0,45.454545,54.545455,0,0,20,0,0,0,0,0,36.363636,36.363636,45.454545,54.545455,72.727273,9.090909,9.090909,27.272727,81.818182,100,45.454545,0,54.545455,0,20,0,36.363636,36.363636,45.454545,54.545455,72.727273,0,0,0,0,0,9.090909,9.090909,27.272727,81.818182,100,0,45.454545,54.545455,0,0,20,0,0,0,0,0,36.363636,36.363636,45.454545,54.545455,72.727273,9.090909,9.090909,27.272727,81.818182,100,54.545455,45.454545,0,20,0,0,9.090909,9.090909,27.272727,81.818182,100,36.363636,36.363636,45.454545,54.545455,72.727273,0,0,0,0,0,54.545455,0,45.454545,0,20,0,9.090909,9.090909,27.272727,81.818182,100,0,0,0,0,0,36.363636,36.363636,45.454545,54.545455,72.727273,54.545455,45.454545,0,20,0,0,9.090909,9.090909,27.272727,81.818182,100,36.363636,36.363636,45.454545,54.545455,72.727273,0,0,0,0,0,45.454545,54.545455,0,20,0,0,36.363636,36.363636,45.454545,54.545455,72.727273,9.090909,9.090909,27.272727,81.818182,100,0,0,0,0,0,positive
9.52381,0,0,0,0,19.047619,0,9.52381,19.047619,9.52381,0,0,0,0,9.52381,0,0,14.285714,9.52381,0,28.571429,28.571429,42.857143,30,30,30,9.52381,9.52381,42.857143,61.904762,95.238095,14.285714,14.285714,47.619048,57.142857,90.47619,4.761905,19.047619,38.095238,66.666667,100,28.571429,33.333333,38.095238,20,40,25,14.285714,14.285714,47.619048,57.142857,90.47619,4.761905,4.761905,38.095238,66.666667,85.714286,9.52381,19.047619,42.857143,76.190476,100,42.857143,28.571429,28.571429,30,30,30,4.761905,19.047619,38.095238,66.666667,100,14.285714,14.285714,47.619048,57.142857,90.47619,9.52381,9.52381,42.857143,61.904762,95.238095,28.571429,33.333333,38.095238,20,40,25,14.285714,14.285714,47.619048,57.142857,90.47619,4.761905,4.761905,38.095238,66.666667,85.714286,9.52381,19.047619,42.857143,76.190476,100,28.571429,71.428571,0,60,0,0,9.52381,9.52381,42.857143,61.904762,95.238095,4.761905,19.047619,47.619048,71.428571,100,0,0,0,0,0,38.095238,19.047619,42.857143,20,40,20,9.52381,14.285714,47.619048,80.952381,95.238095,28.571429,28.571429,42.857143,61.904762,76.190476,4.761905,19.047619,38.095238,66.666667,100,47.619048,33.333333,19.047619,40,20,20,9.52381,14.285714,38.095238,61.904762,95.238095,4.761905,4.761905,33.333333,66.666667,100,47.619048,47.619048,57.142857,80.952381,90.47619,71.428571,28.571429,0,60,0,0,4.761905,19.047619,47.619048,71.428571,100,9.52381,9.52381,42.857143,61.904762,95.238095,0,0,0,0,0,positive
32.142857,0,0,0,0,3.571429,0,0,21.428571,21.428571,0,3.571429,0,0,0,0,3.571429,10.714286,3.571429,0,25,39.285714,35.714286,25.925926,18.518519,18.518519,14.285714,14.285714,32.142857,57.142857,96.428571,3.571429,17.857143,53.571429,75,100,7.142857,10.714286,35.714286,67.857143,85.714286,39.285714,35.714286,25,25.925926,18.518519,18.518519,3.571429,17.857143,53.571429,75,100,7.142857,21.428571,39.285714,78.571429,96.428571,10.714286,10.714286,28.571429,42.857143,71.428571,35.714286,39.285714,25,18.518519,18.518519,25.925926,7.142857,10.714286,35.714286,67.857143,85.714286,3.571429,17.857143,53.571429,75,100,14.285714,14.285714,32.142857,57.142857,96.428571,39.285714,35.714286,25,25.925926,18.518519,18.518519,3.571429,17.857143,53.571429,75,100,7.142857,21.428571,39.285714,78.571429,96.428571,10.714286,10.714286,28.571429,42.857143,71.428571,21.428571,78.571429,0,37.037037,0,0,14.285714,14.285714,32.142857,42.857143,71.428571,3.571429,21.428571,53.571429,78.571429,100,0,0,0,0,0,39.285714,25,35.714286,14.814815,14.814815,22.222222,3.571429,46.428571,60.714286,89.285714,100,14.285714,14.285714,28.571429,42.857143,71.428571,7.142857,10.714286,35.714286,67.857143,85.714286,75,17.857143,7.142857,33.333333,11.111111,3.703704,3.571429,25,46.428571,64.285714,100,10.714286,10.714286,17.857143,35.714286,85.714286,89.285714,0,89.285714,89.285714,96.428571,71.428571,25,3.571429,40.740741,3.703704,3.703704,3.571429,25,53.571429,78.571429,100,14.285714,14.285714,32.142857,57.142857,96.428571,17.857143,0,0,0,17.857143,positive
18.181818,4.545455,4.545455,0,0,4.545455,0,9.090909,27.272727,27.272727,0,0,0,0,4.545455,0,0,0,0,0,36.363636,22.727273,40.909091,28.571429,28.571429,19.047619,4.545455,13.636364,54.545455,72.727273,100,9.090909,9.090909,50,63.636364,95.454545,18.181818,22.727273,31.818182,45.454545,90.909091,31.818182,36.363636,31.818182,23.809524,28.571429,23.809524,4.545455,4.545455,18.181818,63.636364,95.454545,22.727273,27.272727,36.363636,59.090909,90.909091,13.636364,13.636364,54.545455,72.727273,100,40.909091,22.727273,36.363636,19.047619,28.571429,28.571429,18.181818,22.727273,31.818182,45.454545,90.909091,9.090909,9.090909,50,63.636364,95.454545,4.545455,13.636364,54.545455,72.727273,100,27.272727,40.909091,31.818182,19.047619,23.809524,28.571429,4.545455,4.545455,50,63.636364,95.454545,18.181818,22.727273,31.818182,45.454545,90.909091,13.636364,13.636364,54.545455,72.727273,100,31.818182,63.636364,4.545455,52.380952,0,4.761905,13.636364,13.636364,54.545455,72.727273,100,9.090909,22.727273,45.454545,63.636364,95.454545,4.545455,0,0,0,4.545455,31.818182,31.818182,36.363636,23.809524,19.047619,28.571429,4.545455,4.545455,13.636364,63.636364,95.454545,18.181818,18.181818,54.545455,72.727273,100,22.727273,27.272727,36.363636,59.090909,90.909091,77.272727,13.636364,9.090909,19.047619,4.761905,0,13.636364,40.909091,59.090909,77.272727,100,18.181818,0,18.181818,31.818182,36.363636,4.545455,0,4.545455,4.545455,9.090909,63.636364,36.363636,0,57.142857,0,0,9.090909,22.727273,45.454545,63.636364,95.454545,4.545455,13.636364,54.545455,72.727273,100,0,0,0,0,0,positive
2.173913,0,4.347826,6.521739,2.173913,2.173913,0,4.347826,6.521739,10.869565,0,17.391304,0,19.565217,0,8.695652,10.869565,4.347826,0,0,54.347826,23.913043,21.73913,17.777778,26.666667,13.333333,2.173913,19.565217,50,76.086957,100,8.695652,10.869565,45.652174,54.347826,91.304348,17.391304,26.086957,41.304348,63.043478,93.478261,28.26087,63.043478,8.695652,33.333333,2.222222,15.555556,8.695652,28.26087,47.826087,58.695652,91.304348,2.173913,23.913043,41.304348,76.086957,100,17.391304,17.391304,21.73913,60.869565,97.826087,21.73913,23.913043,54.347826,13.333333,26.666667,17.777778,17.391304,26.086957,41.304348,63.043478,93.478261,8.695652,10.869565,45.652174,54.347826,91.304348,2.173913,19.565217,50,76.086957,100,28.26087,63.043478,8.695652,33.333333,2.222222,15.555556,8.695652,28.26087,47.826087,58.695652,91.304348,2.173913,23.913043,41.304348,76.086957,100,17.391304,17.391304,21.73913,60.869565,97.826087,6.521739,82.608696,10.869565,8.888889,4.444444,11.111111,21.73913,0,21.73913,60.869565,97.826087,2.173913,19.565217,47.826087,73.913043,95.652174,23.913043,23.913043,36.956522,67.391304,100,45.652174,32.608696,21.73913,24.444444,22.222222,17.777778,2.173913,13.043478,50,73.913043,95.652174,8.695652,23.913043,45.652174,60.869565,100,17.391304,26.086957,41.304348,63.043478,93.478261,45.652174,21.73913,32.608696,17.777778,40,17.777778,2.173913,19.565217,41.304348,76.086957,100,17.391304,26.086957,43.478261,47.826087,91.304348,4.347826,13.043478,54.347826,73.913043,89.130435,26.086957,54.347826,19.565217,31.111111,13.333333,13.333333,10.869565,26.086957,41.304348,63.043478,93.478261,2.173913,19.565217,50,76.086957,100,8.695652,28.26087,45.652174,52.173913,91.304348,positive
5.882353,0,0,0,0,29.411765,0,17.647059,5.882353,29.411765,0,0,5.882353,0,0,0,0,5.882353,0,0,5.882353,41.176471,52.941176,12.5,0,50,64.705882,0,0,0,64.705882,17.647059,17.647059,41.176471,70.588235,88.235294,5.882353,11.764706,35.294118,52.941176,100,41.176471,52.941176,5.882353,50,12.5,0,17.647059,17.647059,41.176471,70.588235,88.235294,5.882353,11.764706,35.294118,52.941176,100,64.705882,0,0,0,64.705882,52.941176,41.176471,5.882353,50,0,12.5,5.882353,11.764706,35.294118,52.941176,100,17.647059,17.647059,41.176471,70.588235,88.235294,64.705882,0,0,0,64.705882,35.294118,58.823529,5.882353,50,12.5,0,17.647059,17.647059,58.823529,70.588235,88.235294,5.882353,11.764706,35.294118,52.941176,100,64.705882,0,0,0,64.705882,5.882353,94.117647,0,12.5,0,0,64.705882,0,0,0,64.705882,5.882353,23.529412,47.058824,76.470588,100,0,0,0,0,0,35.294118,5.882353,58.823529,12.5,50,0,17.647059,17.647059,58.823529,70.588235,88.235294,64.705882,0,0,0,64.705882,5.882353,11.764706,35.294118,52.941176,100,41.176471,23.529412,35.294118,12.5,31.25,18.75,35.294118,35.294118,64.705882,76.470588,100,5.882353,5.882353,11.764706,29.411765,52.941176,17.647059,17.647059,41.176471,58.823529,88.235294,88.235294,5.882353,5.882353,12.5,12.5,0,5.882353,17.647059,47.058824,76.470588,100,64.705882,0,0,0,64.705882,23.529412,0,0,0,23.529412,positive
0,5.555556,16.666667,5.555556,5.555556,0,0,11.111111,5.555556,11.111111,0,0,0,0,5.555556,11.111111,0,5.555556,16.666667,0,33.333333,11.111111,55.555556,5.882353,47.058824,11.764706,22.222222,22.222222,44.444444,66.666667,100,5.555556,0,5.555556,5.555556,83.333333,11.111111,16.666667,50,61.111111,94.444444,33.333333,33.333333,33.333333,23.529412,29.411765,23.529412,5.555556,5.555556,44.444444,61.111111,88.888889,16.666667,16.666667,55.555556,66.666667,77.777778,11.111111,11.111111,38.888889,50,100,55.555556,11.111111,33.333333,11.764706,47.058824,5.882353,11.111111,16.666667,50,61.111111,94.444444,5.555556,0,5.555556,5.555556,83.333333,22.222222,22.222222,44.444444,66.666667,100,27.777778,38.888889,33.333333,11.764706,29.411765,23.529412,5.555556,5.555556,27.777778,44.444444,88.888889,16.666667,16.666667,55.555556,66.666667,77.777778,11.111111,11.111111,38.888889,50,100,11.111111,66.666667,22.222222,11.764706,5.882353,41.176471,22.222222,0,22.222222,22.222222,100,5.555556,16.666667,50,72.222222,94.444444,27.777778,27.777778,44.444444,66.666667,88.888889,22.222222,27.777778,50,5.882353,29.411765,29.411765,22.222222,22.222222,27.777778,44.444444,88.888889,5.555556,5.555556,61.111111,66.666667,100,11.111111,16.666667,38.888889,55.555556,94.444444,27.777778,44.444444,27.777778,29.411765,11.764706,29.411765,16.666667,16.666667,22.222222,66.666667,100,11.111111,33.333333,50,61.111111,94.444444,5.555556,5.555556,27.777778,44.444444,88.888889,55.555556,33.333333,11.111111,47.058824,11.764706,5.882353,11.111111,16.666667,50,61.111111,94.444444,22.222222,22.222222,44.444444,66.666667,100,5.555556,0,5.555556,5.555556,83.333333,positive
19.047619,9.52381,0,0,4.761905,4.761905,0,14.285714,9.52381,19.047619,0,4.761905,4.761905,4.761905,4.761905,0,0,0,0,0,23.809524,28.571429,47.619048,15,25,25,38.095238,38.095238,57.142857,76.190476,95.238095,14.285714,14.285714,28.571429,33.333333,85.714286,4.761905,9.52381,47.619048,66.666667,100,38.095238,42.857143,19.047619,40,15,15,14.285714,19.047619,33.333333,71.428571,100,4.761905,9.52381,38.095238,57.142857,80.952381,42.857143,42.857143,76.190476,90.47619,95.238095,47.619048,28.571429,23.809524,25,25,15,4.761905,9.52381,47.619048,66.666667,100,14.285714,14.285714,28.571429,33.333333,85.714286,38.095238,38.095238,57.142857,76.190476,95.238095,23.809524,57.142857,19.047619,25,5,25,14.285714,14.285714,19.047619,28.571429,85.714286,4.761905,23.809524,52.380952,66.666667,100,42.857143,42.857143,76.190476,90.47619,95.238095,14.285714,85.714286,0,20,0,0,76.190476,0,76.190476,90.47619,95.238095,4.761905,19.047619,42.857143,61.904762,100,0,0,0,0,0,38.095238,19.047619,42.857143,5,35,10,14.285714,19.047619,33.333333,57.142857,90.47619,71.428571,71.428571,76.190476,95.238095,100,4.761905,9.52381,42.857143,52.380952,80.952381,57.142857,28.571429,14.285714,50,25,5,4.761905,23.809524,47.619048,76.190476,95.238095,9.52381,9.52381,61.904762,71.428571,100,19.047619,0,19.047619,38.095238,52.380952,71.428571,23.809524,4.761905,35,5,5,4.761905,14.285714,33.333333,66.666667,100,38.095238,38.095238,57.142857,76.190476,95.238095,52.380952,0,0,0,52.380952,positive
0,0,5.882353,5.882353,5.882353,0,0,17.647059,17.647059,11.764706,5.882353,0,5.882353,11.764706,0,5.882353,5.882353,0,0,0,41.176471,17.647059,41.176471,18.75,31.25,6.25,23.529412,23.529412,47.058824,70.588235,88.235294,11.764706,0,11.764706,17.647059,82.352941,5.882353,5.882353,35.294118,58.823529,100,23.529412,47.058824,29.411765,18.75,18.75,25,11.764706,11.764706,17.647059,47.058824,82.352941,23.529412,35.294118,52.941176,64.705882,100,5.882353,5.882353,29.411765,70.588235,88.235294,41.176471,17.647059,41.176471,6.25,31.25,18.75,5.882353,5.882353,35.294118,58.823529,100,11.764706,0,11.764706,17.647059,82.352941,23.529412,23.529412,47.058824,70.588235,88.235294,17.647059,52.941176,29.411765,18.75,18.75,25,11.764706,0,11.764706,47.058824,82.352941,17.647059,23.529412,41.176471,58.823529,100,5.882353,5.882353,29.411765,70.588235,88.235294,17.647059,70.588235,11.764706,18.75,6.25,18.75,70.588235,0,70.588235,76.470588,88.235294,5.882353,17.647059,35.294118,58.823529,100,47.058824,0,47.058824,47.058824,64.705882,17.647059,35.294118,47.058824,0,25,25,23.529412,0,23.529412,41.176471,47.058824,11.764706,11.764706,70.588235,76.470588,88.235294,5.882353,17.647059,35.294118,58.823529,100,52.941176,29.411765,17.647059,31.25,12.5,12.5,23.529412,29.411765,41.176471,70.588235,100,5.882353,5.882353,52.941176,58.823529,94.117647,11.764706,0,11.764706,17.647059,47.058824,35.294118,41.176471,23.529412,25,12.5,25,5.882353,5.882353,52.941176,58.823529,100,23.529412,23.529412,47.058824,70.588235,88.235294,11.764706,11.764706,17.647059,29.411765,82.352941,positive
0,22.222222,0,0,16.666667,11.111111,0,0,0,0,0,0,0,5.555556,33.333333,0,0,5.555556,0,5.555556,38.888889,16.666667,44.444444,17.647059,29.411765,17.647059,5.555556,5.555556,33.333333,83.333333,100,16.666667,0,16.666667,50,61.111111,22.222222,27.777778,44.444444,72.222222,94.444444,33.333333,11.111111,55.555556,5.882353,52.941176,17.647059,16.666667,16.666667,44.444444,61.111111,94.444444,38.888889,0,38.888889,38.888889,83.333333,5.555556,11.111111,50,66.666667,100,50,11.111111,38.888889,11.764706,35.294118,11.764706,22.222222,27.777778,44.444444,66.666667,94.444444,16.666667,0,16.666667,16.666667,61.111111,5.555556,5.555556,33.333333,83.333333,100,11.111111,33.333333,55.555556,5.882353,17.647059,52.941176,16.666667,0,16.666667,16.666667,61.111111,22.222222,22.222222,44.444444,72.222222,94.444444,5.555556,11.111111,50,66.666667,100,33.333333,66.666667,0,47.058824,0,0,5.555556,5.555556,33.333333,55.555556,100,16.666667,27.777778,50,72.222222,94.444444,0,0,0,0,0,50,22.222222,27.777778,17.647059,29.411765,29.411765,5.555556,11.111111,33.333333,61.111111,100,22.222222,22.222222,44.444444,72.222222,94.444444,27.777778,27.777778,38.888889,50,77.777778,38.888889,50,11.111111,35.294118,11.764706,11.764706,5.555556,5.555556,33.333333,83.333333,100,22.222222,27.777778,44.444444,66.666667,94.444444,16.666667,0,16.666667,16.666667,61.111111,55.555556,38.888889,5.555556,41.176471,5.882353,5.882353,16.666667,22.222222,44.444444,66.666667,94.444444,5.555556,5.555556,33.333333,83.333333,100,50,0,0,0,50,positive
0,0,0,0,0,7.142857,0,0,42.857143,0,0,0,0,0,0,0,0,50,0,0,42.857143,7.142857,50,0,46.153846,7.692308,28.571429,28.571429,57.142857,64.285714,92.857143,7.142857,0,0,0,7.142857,14.285714,14.285714,42.857143,71.428571,100,7.142857,50,42.857143,7.692308,0,46.153846,7.142857,0,0,0,7.142857,14.285714,14.285714,42.857143,71.428571,100,28.571429,28.571429,57.142857,64.285714,92.857143,50,7.142857,42.857143,7.692308,46.153846,0,14.285714,14.285714,42.857143,71.428571,100,7.142857,0,0,0,7.142857,28.571429,28.571429,57.142857,64.285714,92.857143,7.142857,50,42.857143,7.692308,0,46.153846,7.142857,0,0,0,7.142857,14.285714,14.285714,42.857143,71.428571,100,28.571429,28.571429,57.142857,64.285714,92.857143,42.857143,57.142857,0,46.153846,0,0,28.571429,28.571429,57.142857,64.285714,92.857143,7.142857,14.285714,42.857143,71.428571,100,0,0,0,0,0,7.142857,42.857143,50,0,7.692308,46.153846,7.142857,0,0,0,7.142857,28.571429,28.571429,57.142857,64.285714,92.857143,14.285714,14.285714,42.857143,71.428571,100,42.857143,50,7.142857,46.153846,0,7.692308,28.571429,28.571429,57.142857,64.285714,92.857143,14.285714,14.285714,42.857143,71.428571,100,7.142857,0,0,0,7.142857,57.142857,42.857143,0,46.153846,0,0,7.142857,14.285714,42.857143,71.428571,100,28.571429,28.571429,57.142857,64.285714,92.857143,0,0,0,0,0,positive
10.869565,0,2.173913,2.173913,2.173913,2.173913,0,6.521739,8.695652,10.869565,0,10.869565,0,19.565217,0,6.521739,10.869565,6.521739,0,0,43.478261,30.434783,26.086957,20,24.444444,20,2.173913,15.217391,36.956522,76.086957,100,10.869565,28.26087,47.826087,54.347826,91.304348,8.695652,26.086957,56.521739,71.73913,95.652174,32.608696,56.521739,10.869565,40,4.444444,17.777778,10.869565,28.26087,47.826087,58.695652,91.304348,2.173913,19.565217,56.521739,76.086957,100,4.347826,4.347826,17.391304,21.73913,97.826087,26.086957,30.434783,43.478261,20,24.444444,20,8.695652,26.086957,56.521739,71.73913,95.652174,10.869565,28.26087,47.826087,54.347826,91.304348,2.173913,15.217391,36.956522,76.086957,100,32.608696,56.521739,10.869565,40,4.444444,17.777778,10.869565,28.26087,47.826087,58.695652,91.304348,2.173913,19.565217,56.521739,76.086957,100,4.347826,4.347826,17.391304,21.73913,97.826087,8.695652,86.956522,4.347826,17.777778,0,8.888889,4.347826,4.347826,21.73913,60.869565,97.826087,2.173913,26.086957,50,76.086957,100,36.956522,0,36.956522,36.956522,67.391304,45.652174,28.26087,26.086957,22.222222,31.111111,13.333333,2.173913,15.217391,54.347826,76.086957,100,4.347826,28.26087,43.478261,50,97.826087,8.695652,26.086957,56.521739,71.73913,95.652174,52.173913,26.086957,21.73913,24.444444,28.888889,15.555556,2.173913,21.73913,54.347826,80.434783,100,8.695652,26.086957,45.652174,69.565217,95.652174,13.043478,19.565217,50,67.391304,89.130435,39.130435,43.478261,17.391304,37.777778,11.111111,6.666667,8.695652,23.913043,56.521739,71.73913,95.652174,2.173913,15.217391,36.956522,76.086957,100,28.26087,39.130435,45.652174,50,91.304348,positive
17.857143,0,7.142857,0,0,7.142857,0,3.571429,14.285714,14.285714,3.571429,10.714286,0,3.571429,0,0,3.571429,10.714286,3.571429,0,35.714286,28.571429,35.714286,11.111111,29.62963,22.222222,14.285714,17.857143,57.142857,75,100,3.571429,39.285714,50,60.714286,82.142857,7.142857,10.714286,35.714286,67.857143,92.857143,35.714286,42.857143,21.428571,25.925926,14.814815,22.222222,3.571429,17.857143,50,60.714286,85.714286,7.142857,25,42.857143,78.571429,100,10.714286,10.714286,28.571429,57.142857,89.285714,35.714286,28.571429,35.714286,22.222222,29.62963,11.111111,7.142857,10.714286,35.714286,67.857143,92.857143,3.571429,39.285714,50,60.714286,82.142857,14.285714,17.857143,57.142857,75,100,35.714286,42.857143,21.428571,25.925926,14.814815,22.222222,3.571429,17.857143,50,60.714286,85.714286,7.142857,25,42.857143,78.571429,100,10.714286,10.714286,28.571429,57.142857,89.285714,14.285714,78.571429,7.142857,25.925926,3.703704,11.111111,14.285714,14.285714,28.571429,57.142857,75,3.571429,25,50,71.428571,100,17.857143,0,17.857143,17.857143,85.714286,46.428571,17.857143,35.714286,22.222222,37.037037,14.814815,3.571429,32.142857,50,64.285714,100,14.285714,14.285714,28.571429,57.142857,82.142857,7.142857,10.714286,35.714286,67.857143,92.857143,53.571429,21.428571,25,18.518519,33.333333,18.518519,3.571429,14.285714,46.428571,64.285714,100,10.714286,10.714286,42.857143,78.571429,92.857143,17.857143,17.857143,39.285714,71.428571,96.428571,57.142857,35.714286,7.142857,33.333333,7.407407,7.407407,3.571429,21.428571,42.857143,60.714286,92.857143,14.285714,17.857143,57.142857,75,100,82.142857,0,82.142857,82.142857,89.285714,positive
